Date,Time,Temperature_C,Dew_Point_C,Humidity_%,Wind,Speed_kmh,Gust_kmh,Pressure_hPa,Precip_Rate_mm,Precip_Accum_mm,UV,Solar_w/m2,PowerTotal
2023/03/06,12:04 AM,8.78,3.67,70.0,East,0.16,2.9,988.49,0.0,0.0,0.0,0.0,0.05412253680141138
2023/03/06,12:09 AM,8.39,3.61,72.0,ENE,0.64,3.86,988.49,0.0,0.0,0.0,0.0,0.028787979256267818
2023/03/06,12:14 AM,8.17,3.78,74.0,ENE,0.48,3.22,988.49,0.0,0.0,0.0,0.0,-0.0001069980170029452
2023/03/06,12:19 AM,7.83,3.72,75.0,ENE,1.29,3.86,988.49,0.0,0.0,0.0,0.0,0.03264543055798059
2023/03/06,12:24 AM,7.83,3.83,76.0,ENE,1.45,4.18,988.49,0.0,0.0,0.0,0.0,0.01305435413651315
2023/03/06,12:29 AM,8.17,3.89,75.0,East,1.29,3.86,988.49,0.0,0.0,0.0,0.0,-0.04305284919470496
2023/03/06,12:34 AM,8.28,3.83,74.0,NE,1.61,4.18,988.49,0.0,0.0,0.0,0.0,0.015988732479654297
2023/03/06,12:39 AM,8.56,4.06,73.0,NE,1.45,3.86,988.49,0.0,0.0,0.0,0.0,0.04263188892479404
2023/03/06,12:44 AM,8.06,3.78,74.0,ENE,0.97,3.7,988.49,0.0,0.0,0.0,0.0,-0.020264586092636632
2023/03/06,12:49 AM,7.89,3.72,75.0,ENE,1.45,3.86,988.49,0.0,0.0,0.0,0.0,0.0518132828642287
2023/03/06,12:54 AM,8.0,3.83,75.0,ENE,1.45,4.02,988.49,0.0,0.0,0.0,0.0,-0.05103208058985148
2023/03/06,12:59 AM,8.39,3.89,73.0,NE,1.29,4.34,988.49,0.0,0.0,0.0,0.0,0.06867068271016348
2023/03/06,01:04 AM,8.22,3.83,74.0,East,1.13,3.38,988.15,0.0,0.0,0.0,0.0,-0.03168738490273337
2023/03/06,01:09 AM,8.39,4.0,74.0,ENE,2.25,4.83,988.15,0.0,0.0,0.0,0.0,-0.015314623922726959
2023/03/06,01:14 AM,8.72,4.0,72.0,ENE,2.74,5.63,988.15,0.0,0.0,0.0,0.0,-0.03200684395894647
2023/03/06,01:19 AM,8.78,4.0,72.0,ENE,2.41,5.47,988.15,0.0,0.0,0.0,0.0,0.01741944516964017
2023/03/06,01:24 AM,8.56,3.89,73.0,NE,1.13,4.51,988.49,0.0,0.0,0.0,0.0,0.09237283446674865
2023/03/06,01:29 AM,8.22,3.83,74.0,ENE,1.29,3.86,988.49,0.0,0.0,0.0,0.0,-0.011052300342897012
2023/03/06,01:34 AM,8.17,3.39,72.0,ENE,2.57,5.79,988.49,0.0,0.0,0.0,0.0,-0.01621173538945485
2023/03/06,01:39 AM,8.39,3.44,71.0,ENE,2.74,5.79,988.49,0.0,0.0,0.0,0.0,0.13776559861063015
2023/03/06,01:44 AM,8.33,3.22,70.0,ENE,1.93,6.76,988.49,0.0,0.0,0.0,0.0,-0.006805689802618656
2023/03/06,01:49 AM,8.33,3.17,69.0,ENE,2.74,5.79,988.49,0.0,0.0,0.0,0.0,-0.005256006699187556
2023/03/06,01:54 AM,8.33,3.17,70.0,ENE,2.41,4.99,988.49,0.0,0.0,0.0,0.0,0.06310587010057764
2023/03/06,01:59 AM,8.06,3.17,71.0,ENE,1.77,4.34,988.49,0.0,0.0,0.0,0.0,-0.057483096165368334
2023/03/06,02:04 AM,7.83,2.78,70.0,ENE,1.93,4.67,988.83,0.0,0.0,0.0,0.0,-0.0008412211949361902
2023/03/06,02:09 AM,7.78,2.72,70.0,ENE,2.09,4.99,988.49,0.0,0.0,0.0,0.0,-0.0138929913680712
2023/03/06,02:14 AM,7.78,2.78,71.0,ENE,2.25,5.31,988.49,0.0,0.0,0.0,0.0,0.021600969722741566
2023/03/06,02:19 AM,7.72,2.72,71.0,East,2.25,4.99,988.49,0.0,0.0,0.0,0.0,-0.03444015976246343
2023/03/06,02:24 AM,7.61,2.61,71.0,East,1.93,4.18,988.49,0.0,0.0,0.0,0.0,0.0009857991423167598
2023/03/06,02:29 AM,7.5,2.28,70.0,ENE,1.29,4.34,988.49,0.0,0.0,0.0,0.0,-0.08434719476568873
2023/03/06,02:34 AM,7.72,2.44,69.0,ENE,1.61,4.51,988.49,0.0,0.0,0.0,0.0,-0.039478428461133995
2023/03/06,02:39 AM,7.61,2.44,70.0,ENE,1.93,4.67,988.49,0.0,0.0,0.0,0.0,0.029064669739200837
2023/03/06,02:44 AM,7.67,2.39,69.0,ENE,0.97,4.34,988.49,0.0,0.0,0.0,0.0,-0.03769700516663022
2023/03/06,02:49 AM,7.83,2.44,69.0,ENE,2.09,5.15,988.15,0.0,0.0,0.0,0.0,0.029498742631275592
2023/03/06,02:54 AM,7.83,2.56,69.0,ENE,2.41,5.47,988.49,0.0,0.0,0.0,0.0,0.022519514215711318
2023/03/06,02:59 AM,7.83,2.83,71.0,ENE,2.9,6.28,988.15,0.0,0.0,0.0,0.0,0.00039850392674824496
2023/03/06,03:04 AM,8.0,3.0,71.0,ENE,2.74,6.11,988.15,0.0,0.0,0.0,0.0,-0.024957403885542687
2023/03/06,03:09 AM,8.0,2.89,70.0,ENE,2.57,6.11,988.15,0.0,0.0,0.0,0.0,0.09134296030226839
2023/03/06,03:14 AM,7.83,2.89,71.0,NE,2.09,4.99,988.15,0.0,0.0,0.0,0.0,-0.044131131678741435
2023/03/06,03:19 AM,7.39,2.83,73.0,ENE,1.45,5.79,988.15,0.0,0.0,0.0,0.0,-0.014929638896689936
2023/03/06,03:24 AM,7.11,2.78,74.0,ENE,1.61,4.67,988.15,0.0,0.0,0.0,0.0,-0.06673131606355351
2023/03/06,03:29 AM,6.94,2.78,75.0,ENE,1.45,4.51,988.15,0.0,0.0,0.0,0.0,-0.05713883001668446
2023/03/06,03:34 AM,6.78,2.72,75.0,ENE,0.97,4.99,988.15,0.0,0.0,0.0,0.0,-0.009860323651245883
2023/03/06,03:39 AM,6.56,2.72,76.0,ENE,1.61,4.51,987.81,0.0,0.0,0.0,0.0,-0.029891885416362927
2023/03/06,03:44 AM,6.5,2.72,77.0,NE,1.29,4.51,988.15,0.0,0.0,0.0,0.0,0.10035802100986506
2023/03/06,03:49 AM,6.39,2.67,77.0,ENE,1.61,4.18,987.81,0.0,0.0,0.0,0.0,0.026887967698306592
2023/03/06,03:54 AM,6.33,2.56,77.0,ENE,1.13,4.18,987.81,0.0,0.0,0.0,0.0,0.06315424945703192
2023/03/06,03:59 AM,6.28,2.44,76.0,NE,1.61,4.02,988.15,0.0,0.0,0.0,0.0,0.0676632415594412
2023/03/06,04:04 AM,6.11,2.5,77.0,NE,0.8,4.18,988.15,0.0,0.0,0.0,0.0,0.0265933635602984
2023/03/06,04:09 AM,5.94,2.44,78.0,ENE,1.45,4.34,988.15,0.0,0.0,0.0,0.0,-0.006918629809272204
2023/03/06,04:14 AM,5.83,2.39,78.0,NE,1.93,4.67,988.15,0.0,0.0,0.0,0.0,-0.07575311662377121
2023/03/06,04:19 AM,5.89,2.28,77.0,East,1.45,4.51,988.15,0.0,0.0,0.0,0.0,0.13961852484422135
2023/03/06,04:24 AM,5.67,2.22,79.0,ENE,1.77,4.34,988.15,0.0,0.0,0.0,0.0,0.12073215885988725
2023/03/06,04:29 AM,5.44,2.17,80.0,East,1.45,4.34,988.15,0.0,0.0,0.0,0.0,-0.05038472271324867
2023/03/06,04:34 AM,5.5,2.11,79.0,East,1.61,4.67,988.15,0.0,0.0,0.0,0.0,0.01320862687018079
2023/03/06,04:39 AM,5.72,2.17,78.0,ENE,1.77,4.99,988.15,0.0,0.0,0.0,0.0,0.009635292457627394
2023/03/06,04:44 AM,6.06,2.22,76.0,ENE,2.09,4.67,988.15,0.0,0.0,0.0,0.0,0.012023659346481638
2023/03/06,04:49 AM,6.11,2.22,76.0,ENE,1.93,4.83,988.15,0.0,0.0,0.0,0.0,0.030579456172990627
2023/03/06,04:54 AM,6.56,2.28,74.0,ENE,3.7,7.88,988.15,0.0,0.0,0.0,0.0,-0.002545978220474537
2023/03/06,04:59 AM,6.94,2.33,73.0,ENE,3.06,6.6,988.15,0.0,0.0,0.0,0.0,0.007489686362327732
2023/03/06,05:04 AM,6.89,2.39,73.0,NE,3.22,6.6,988.15,0.0,0.0,0.0,0.0,-0.010731432078807904
2023/03/06,05:09 AM,7.0,2.44,73.0,ENE,3.54,6.6,988.49,0.0,0.0,0.0,0.0,-0.029971468310135457
2023/03/06,05:14 AM,6.83,2.5,74.0,ENE,1.77,5.31,988.15,0.0,0.0,0.0,0.0,0.04741646236967743
2023/03/06,05:19 AM,6.56,2.44,75.0,ENE,1.93,5.63,988.15,0.0,0.0,0.0,0.0,-0.08637660265027323
2023/03/06,05:24 AM,6.67,2.56,75.0,ENE,3.22,5.95,988.49,0.0,0.0,0.0,0.0,0.007274827107736514
2023/03/06,05:29 AM,6.61,2.39,75.0,ENE,1.45,6.11,988.49,0.0,0.0,0.0,0.0,0.014114162073803645
2023/03/06,05:34 AM,6.67,2.39,74.0,NE,2.57,7.24,988.49,0.0,0.0,0.0,0.0,0.01853972855120055
2023/03/06,05:39 AM,6.72,2.39,74.0,ENE,2.74,6.44,988.83,0.0,0.0,0.0,0.0,0.028383033856348647
2023/03/06,05:44 AM,6.78,2.44,74.0,ENE,3.54,6.44,988.49,0.0,0.0,0.0,0.0,-0.026326573738856444
2023/03/06,05:49 AM,6.89,2.39,73.0,ENE,3.7,6.44,988.49,0.0,0.0,0.0,0.0,0.09349506029082506
2023/03/06,05:54 AM,6.94,2.44,73.0,NE,3.22,7.4,988.49,0.0,0.0,0.0,0.0,-0.018707673411197227
2023/03/06,05:59 AM,6.83,2.39,73.0,ENE,2.74,5.95,988.83,0.0,0.0,0.0,0.0,-0.0007057334307448493
2023/03/06,06:04 AM,6.56,2.28,74.0,ENE,2.74,6.44,988.49,0.0,0.0,0.0,0.0,-0.037881674839248494
2023/03/06,06:09 AM,6.72,2.39,74.0,ENE,3.22,5.95,988.49,0.0,0.0,0.0,0.0,-0.010400821182538373
2023/03/06,06:14 AM,6.72,2.44,74.0,ENE,3.54,6.76,988.49,0.0,0.0,0.0,0.0,0.08318371542560728
2023/03/06,06:19 AM,6.39,2.44,76.0,ENE,1.93,4.83,988.83,0.0,0.0,0.0,0.0,0.0385147828698038
2023/03/06,06:24 AM,6.22,2.56,77.0,ENE,2.74,6.76,988.83,0.0,0.0,0.0,0.0,0.033383942811607406
2023/03/06,06:29 AM,5.94,2.39,78.0,East,2.09,5.47,988.83,0.0,0.0,0.0,0.0,0.14842712579182976
2023/03/06,06:34 AM,5.72,2.28,79.0,ENE,1.93,5.47,988.83,0.0,0.0,0.0,0.0,0.005694658882360515
2023/03/06,06:39 AM,5.89,2.44,79.0,East,2.41,6.11,988.83,0.0,0.0,0.0,0.1,0.1498716969964426
2023/03/06,06:44 AM,5.67,2.28,79.0,ENE,2.25,5.15,988.83,0.0,0.0,0.0,0.3,0.46168394265967216
2023/03/06,06:49 AM,6.22,2.61,78.0,ENE,2.74,6.11,989.16,0.0,0.0,0.0,1.0,1.4787117165895167
2023/03/06,06:54 AM,6.28,2.61,77.0,ENE,3.38,7.56,988.83,0.0,0.0,0.0,2.8,4.213679745957018
2023/03/06,06:59 AM,6.33,2.72,78.0,ENE,2.74,6.44,989.16,0.0,0.0,0.0,4.9,7.401947430502128
2023/03/06,07:04 AM,6.22,2.67,78.0,ENE,2.9,6.44,989.16,0.0,0.0,0.0,8.0,12.170195909925834
2023/03/06,07:09 AM,6.39,2.78,78.0,ENE,3.7,8.04,988.83,0.0,0.0,0.0,12.9,19.30076434424903
2023/03/06,07:14 AM,6.5,2.89,78.0,ENE,4.02,7.88,988.83,0.0,0.0,0.0,17.5,26.246654289042894
2023/03/06,07:19 AM,6.56,2.94,78.0,ENE,3.22,6.76,989.16,0.0,0.0,0.0,21.2,31.76618245710948
2023/03/06,07:24 AM,6.5,2.89,78.0,ENE,3.54,6.28,989.16,0.0,0.0,0.0,24.1,36.180682193934516
2023/03/06,07:29 AM,6.67,2.89,77.0,ENE,3.38,7.24,989.16,0.0,0.0,0.0,29.6,44.43323678127464
2023/03/06,07:34 AM,6.83,2.83,76.0,ENE,3.06,5.95,989.16,0.0,0.0,0.0,33.3,49.9612891836906
2023/03/06,07:39 AM,7.0,2.94,75.0,ENE,3.38,6.92,989.16,0.0,0.0,0.0,45.2,67.82414579200899
2023/03/06,07:44 AM,7.11,2.89,75.0,ENE,3.86,6.76,989.16,0.0,0.0,0.0,56.1,84.14591042209199
2023/03/06,07:49 AM,7.28,2.83,73.0,ENE,4.02,7.08,989.5,0.0,0.0,0.0,62.3,93.45022137457661
2023/03/06,07:54 AM,7.56,2.94,73.0,ENE,3.86,8.04,989.5,0.0,0.0,0.0,65.7,98.52984090150099
2023/03/06,07:59 AM,7.83,3.06,72.0,ENE,3.54,7.08,989.16,0.0,0.0,0.0,64.3,96.36543913638424
2023/03/06,08:04 AM,7.89,3.06,72.0,ENE,3.06,7.4,989.16,0.0,0.0,0.0,68.3,102.50010651524755
2023/03/06,08:09 AM,7.89,3.0,71.0,ENE,3.38,6.76,989.16,0.0,0.0,0.0,69.5,104.27133572077402
2023/03/06,08:14 AM,8.11,3.06,71.0,ENE,2.41,6.44,989.5,0.0,0.0,0.0,77.0,115.49546112210291
2023/03/06,08:19 AM,8.28,3.22,70.0,ENE,2.09,6.28,989.5,0.0,0.0,0.0,101.5,152.19949344250932
2023/03/06,08:24 AM,8.56,3.17,69.0,ENE,3.22,7.24,989.5,0.0,0.0,1.0,121.6,182.41081727849397
2023/03/06,08:29 AM,8.94,3.17,67.0,ENE,2.74,6.44,989.5,0.0,0.0,1.0,127.2,190.887601348797
2023/03/06,08:34 AM,9.17,3.11,66.0,ENE,3.86,9.49,989.5,0.0,0.0,1.0,109.9,164.97546780792266
2023/03/06,08:39 AM,9.22,3.0,65.0,ENE,4.02,8.04,989.5,0.0,0.0,1.0,107.7,161.5669017442376
2023/03/06,08:44 AM,9.5,3.22,65.0,ENE,2.57,6.76,989.5,0.0,0.0,1.0,118.4,177.55081064355903
2023/03/06,08:49 AM,9.78,3.17,63.0,ENE,3.54,7.08,989.5,0.0,0.0,1.0,138.0,206.9994859427317
2023/03/06,08:54 AM,10.44,3.22,61.0,ENE,2.41,6.92,989.5,0.0,0.0,1.0,151.9,227.75043301312832
2023/03/06,08:59 AM,11.06,3.11,58.0,East,2.57,6.28,989.5,0.0,0.0,1.0,208.4,312.6272635251895
2023/03/06,09:04 AM,11.78,3.28,56.0,East,1.61,4.83,989.5,0.0,0.0,2.0,219.2,328.7984385483206
2023/03/06,09:09 AM,12.33,3.33,54.0,ENE,1.93,6.76,989.5,0.0,0.0,2.0,218.1,327.0513573028273
2023/03/06,09:14 AM,12.83,3.17,52.0,East,1.61,6.11,989.5,0.0,0.0,2.0,241.8,362.7839331030983
2023/03/06,09:19 AM,13.28,3.28,51.0,ENE,1.77,4.83,989.5,0.0,0.0,2.0,258.2,387.29168923437555
2023/03/06,09:24 AM,13.72,3.17,49.0,East,1.93,6.11,989.5,0.0,0.0,2.0,258.3,387.49447582695205
2023/03/06,09:29 AM,13.83,3.17,48.0,ENE,3.06,7.24,989.5,0.0,0.0,2.0,272.1,408.10191921195985
2023/03/06,09:34 AM,14.06,2.83,47.0,East,2.09,5.63,989.5,0.0,0.0,2.0,317.8,476.71398178641914
2023/03/06,09:39 AM,14.61,2.72,45.0,East,2.25,6.28,989.5,0.0,0.0,3.0,345.9,518.7976625298264
2023/03/06,09:44 AM,14.67,3.11,46.0,ENE,2.25,6.76,989.5,0.0,0.0,3.0,366.5,549.6934754708286
2023/03/06,09:49 AM,14.94,3.44,46.0,NE,1.77,6.28,989.5,0.0,0.0,3.0,358.6,537.884759749016
2023/03/06,09:54 AM,15.67,3.56,44.0,East,1.93,4.99,989.5,0.0,0.0,3.0,340.5,510.68322364272376
2023/03/06,09:59 AM,15.83,3.28,43.0,ENE,1.45,5.31,989.5,0.0,0.0,3.0,375.5,563.2431430121424
2023/03/06,10:04 AM,16.0,3.5,43.0,SE,2.09,6.44,989.16,0.0,0.0,3.0,354.1,531.1399044698571
2023/03/06,10:09 AM,15.67,3.61,45.0,SSE,4.18,8.37,989.16,0.0,0.0,3.0,365.4,548.1126543214439
2023/03/06,10:14 AM,15.44,3.67,45.0,SE,2.41,11.26,989.16,0.0,0.0,3.0,386.3,579.4046901269835
2023/03/06,10:19 AM,16.22,3.44,42.0,East,2.09,7.4,989.16,0.0,0.0,3.0,393.9,590.7584970194387
2023/03/06,10:24 AM,16.11,3.22,42.0,NE,3.54,6.44,988.83,0.0,0.0,4.0,472.0,708.0105457511121
2023/03/06,10:29 AM,15.5,3.06,43.0,NE,4.18,8.04,989.16,0.0,0.0,4.0,479.7,719.6097410250655
2023/03/06,10:34 AM,16.11,3.33,42.0,East,2.57,7.4,988.83,0.0,0.0,4.0,486.7,730.0675294986326
2023/03/06,10:39 AM,17.17,3.44,40.0,SE,2.25,7.88,988.83,0.0,0.0,4.0,459.6,689.4094104852963
2023/03/06,10:44 AM,17.67,3.61,39.0,East,1.93,5.79,988.83,0.0,0.0,4.0,449.3,673.9204794632901
2023/03/06,10:49 AM,17.11,3.33,40.0,ENE,2.57,7.4,988.83,0.0,0.0,3.0,424.9,637.4908022938657
2023/03/06,10:54 AM,17.61,3.78,40.0,ENE,0.64,4.34,988.83,0.0,0.0,3.0,375.1,562.6075708195746
2023/03/06,10:59 AM,18.11,3.78,39.0,East,1.13,4.51,988.83,0.0,0.0,3.0,371.7,557.5487845432191
2023/03/06,11:04 AM,18.33,3.78,38.0,East,1.13,5.15,988.49,0.0,0.0,3.0,357.8,536.6958222747741
2023/03/06,11:09 AM,18.17,3.72,38.0,ENE,1.13,4.18,988.49,0.0,0.0,3.0,371.6,557.3483407134945
2023/03/06,11:14 AM,18.11,3.56,38.0,ENE,1.13,4.02,988.49,0.0,0.0,3.0,369.3,553.8702073480478
2023/03/06,11:19 AM,18.17,3.94,39.0,ENE,1.45,5.47,988.49,0.0,0.0,3.0,361.3,541.9235764067538
2023/03/06,11:24 AM,18.61,4.17,39.0,NE,1.61,7.88,988.49,0.0,0.0,4.0,455.8,683.6910858097036
2023/03/06,11:29 AM,18.61,4.11,38.0,North,1.61,8.69,988.15,0.0,0.0,4.0,446.3,669.4440262375006
2023/03/06,11:34 AM,18.56,4.39,39.0,NNW,1.61,6.6,988.49,0.0,0.0,3.0,405.5,608.136075170028
2023/03/06,11:39 AM,18.83,4.5,39.0,NNE,2.25,6.92,988.49,0.0,0.0,4.0,461.6,692.3521555884404
2023/03/06,11:44 AM,19.06,4.61,38.0,ENE,1.45,6.6,988.15,0.0,0.0,4.0,468.2,702.419567066789
2023/03/06,11:49 AM,19.61,4.72,38.0,North,1.29,5.31,988.15,0.0,0.0,4.0,502.5,753.7955151554872
2023/03/06,11:54 AM,20.0,4.78,37.0,North,1.29,5.31,988.15,0.0,0.0,4.0,489.9,734.8451247498485
2023/03/06,11:59 AM,20.28,4.83,36.0,NNW,1.93,6.28,988.15,0.0,0.0,4.0,448.7,673.0094916430096
2023/03/06,12:04 PM,20.22,4.83,36.0,NW,0.97,6.44,987.81,0.0,0.0,4.0,431.5,647.0563036924535
2023/03/06,12:09 PM,20.56,5.11,36.0,NNE,0.64,4.34,987.81,0.0,0.0,4.0,452.4,678.6054812534071
2023/03/06,12:14 PM,21.17,5.33,36.0,North,0.97,4.83,987.81,0.0,0.0,5.0,593.7,890.5384261057739
2023/03/06,12:19 PM,21.0,5.28,36.0,North,2.25,6.44,987.81,0.0,0.0,4.0,485.9,728.871329176298
2023/03/06,12:24 PM,21.0,5.61,37.0,SSE,1.61,6.76,987.47,0.0,0.0,3.0,381.3,571.9175592690776
2023/03/06,12:29 PM,20.61,5.5,37.0,WSW,1.61,8.04,987.47,0.0,0.0,3.0,385.6,578.3996139484963
2023/03/06,12:34 PM,20.39,5.39,37.0,,2.9,8.37,987.13,0.0,0.0,3.0,364.1,546.0840337111649
2023/03/06,12:39 PM,20.17,5.5,38.0,,1.93,9.01,987.13,0.0,0.0,4.0,488.3,732.4591614002904
2023/03/06,12:44 PM,20.89,5.72,37.0,East,0.64,6.76,987.13,0.0,0.0,5.0,540.2,810.3299678135387
2023/03/06,12:49 PM,21.17,5.67,36.0,NW,2.09,5.47,986.79,0.0,0.0,5.0,541.3,811.9377139448925
2023/03/06,12:54 PM,21.56,5.94,36.0,,2.09,7.4,986.79,0.0,0.0,5.0,591.6,887.3995980128846
2023/03/06,12:59 PM,21.89,6.17,36.0,NNE,2.09,7.08,986.79,0.0,0.0,5.0,579.6,869.341341411345
2023/03/06,01:04 PM,22.06,6.06,35.0,NNE,2.41,6.76,986.46,0.0,0.0,4.0,486.4,729.5778489841034
2023/03/06,01:09 PM,22.11,6.22,36.0,NE,1.13,6.28,986.12,0.0,0.0,4.0,531.5,797.2236684066478
2023/03/06,01:14 PM,22.67,6.72,36.0,SSW,1.13,5.47,985.78,0.0,0.0,4.0,497.2,745.753962394177
2023/03/06,01:19 PM,22.72,6.5,35.0,North,1.77,7.72,985.78,0.0,0.0,5.0,634.3,951.5130363254578
2023/03/06,01:24 PM,23.33,6.67,34.0,,1.77,6.76,985.78,0.0,0.0,7.0,804.5,1206.7574289311294
2023/03/06,01:29 PM,24.33,6.89,33.0,NNE,1.61,7.4,985.44,0.0,0.0,7.0,836.3,1254.4363660523877
2023/03/06,01:34 PM,24.17,6.83,33.0,NNE,2.74,11.26,985.44,0.0,0.0,6.0,740.4,1110.6105149879515
2023/03/06,01:39 PM,23.56,6.89,34.0,NNW,2.09,8.69,985.44,0.0,0.0,5.0,643.7,965.5475311525297
2023/03/06,01:44 PM,23.28,7.06,35.0,NE,0.97,6.28,985.1,0.0,0.0,7.0,796.3,1194.4170453608115
2023/03/06,01:49 PM,24.17,7.06,33.0,,2.09,7.72,985.1,0.0,0.0,7.0,806.6,1209.848901767371
2023/03/06,01:54 PM,25.39,7.44,32.0,SW,2.09,6.28,984.76,0.0,0.0,6.0,719.7,1079.4619337989172
2023/03/06,01:59 PM,25.5,7.5,32.0,,3.54,9.98,984.76,0.0,0.0,6.0,666.5,999.8548092801511
2023/03/06,02:04 PM,25.22,7.67,33.0,,3.06,10.62,984.76,0.0,0.0,6.0,696.9,1045.3470190715484
2023/03/06,02:09 PM,25.28,7.56,32.0,,2.9,15.45,984.42,0.0,0.0,6.0,709.0,1063.4909671132928
2023/03/06,02:14 PM,26.11,7.78,31.0,NNW,2.9,12.55,984.42,0.0,0.0,7.0,797.0,1195.4449681263277
2023/03/06,02:19 PM,26.67,8.0,31.0,,2.41,11.75,984.08,0.0,0.0,7.0,810.1,1215.2561476561211
2023/03/06,02:24 PM,26.56,7.89,31.0,NNW,4.02,11.26,984.08,0.0,0.0,7.0,834.9,1252.3788605458444
2023/03/06,02:29 PM,26.39,8.0,31.0,North,3.38,11.58,983.75,0.0,0.0,7.0,826.3,1239.4494775353078
2023/03/06,02:34 PM,26.61,7.94,31.0,NNW,4.34,19.31,983.75,0.0,0.0,7.0,805.9,1208.8521551479787
2023/03/06,02:39 PM,27.44,8.17,30.0,,2.74,11.26,983.75,0.0,0.0,6.0,744.0,1116.0400607358517
2023/03/06,02:44 PM,27.11,7.67,29.0,NNW,3.86,13.84,983.75,0.0,0.0,6.0,689.7,1034.5648478194198
2023/03/06,02:49 PM,26.44,7.22,29.0,North,5.31,21.4,983.41,0.0,0.0,6.0,661.3,991.9779177435919
2023/03/06,02:54 PM,26.28,7.17,30.0,NNW,4.51,16.25,983.07,0.0,0.0,6.0,662.0,993.0089562404273
2023/03/06,02:59 PM,26.44,7.28,30.0,NNW,3.7,13.68,983.07,0.0,0.0,6.0,726.6,1089.940346241166
2023/03/06,03:04 PM,26.83,7.28,29.0,NNW,4.02,14.8,983.07,0.0,0.0,7.0,767.0,1150.484207289767
2023/03/06,03:09 PM,27.22,7.28,28.0,NNW,4.99,18.83,983.07,0.0,0.0,7.0,757.6,1136.3764397284763
2023/03/06,03:14 PM,26.67,7.11,29.0,,4.51,13.68,983.41,0.0,0.0,4.0,515.7,773.5803665793688
2023/03/06,03:19 PM,26.11,7.06,30.0,North,4.18,15.45,983.07,0.0,0.0,3.0,393.5,590.2108738336957
2023/03/06,03:24 PM,25.72,6.56,29.0,North,4.18,14.32,983.07,0.0,0.0,3.0,421.2,631.9219192609241
2023/03/06,03:29 PM,25.39,6.33,29.0,NNE,4.51,16.57,983.07,0.0,0.0,3.0,411.8,617.7845998552684
2023/03/06,03:34 PM,25.67,6.44,29.0,,4.51,11.91,982.73,0.0,0.0,4.0,486.0,729.2157422013534
2023/03/06,03:39 PM,25.78,6.5,29.0,North,3.38,10.62,982.73,0.0,0.0,5.0,616.8,925.035086875123
2023/03/06,03:44 PM,26.44,6.83,29.0,,3.7,12.71,982.39,0.0,0.0,6.0,678.1,1017.1642808700316
2023/03/06,03:49 PM,26.72,7.0,29.0,NNW,3.38,14.32,982.39,0.0,0.0,5.0,635.6,953.3850871629594
2023/03/06,03:54 PM,26.44,7.06,29.0,,3.22,11.58,982.39,0.0,0.0,3.0,369.8,554.7438551431208
2023/03/06,03:59 PM,25.78,6.78,30.0,,4.18,10.78,982.39,0.0,0.0,4.0,468.5,702.7377770966933
2023/03/06,04:04 PM,26.06,7.0,30.0,North,3.06,10.94,982.05,0.0,0.0,3.0,396.8,595.1566176011418
2023/03/06,04:09 PM,26.28,7.11,30.0,,2.57,10.14,982.05,0.0,0.0,4.0,446.5,669.7717908306065
2023/03/06,04:14 PM,26.72,7.28,29.0,,2.9,10.3,982.05,0.0,0.0,3.0,404.9,607.3007543799177
2023/03/06,04:19 PM,26.83,7.0,28.0,NNW,3.38,10.78,981.71,0.0,0.0,3.0,366.7,550.1092074260334
2023/03/06,04:24 PM,26.61,6.94,29.0,NNW,3.38,10.3,981.71,0.0,0.0,3.0,353.8,530.7080010720633
2023/03/06,04:29 PM,25.78,6.5,29.0,North,3.7,15.93,981.71,0.0,0.0,2.0,266.7,400.02621042855407
2023/03/06,04:34 PM,25.11,6.17,30.0,,5.63,15.61,981.71,0.0,0.0,2.0,252.7,378.994222795523
2023/03/06,04:39 PM,25.06,5.67,29.0,,4.67,24.46,981.38,0.0,0.0,2.0,302.9,454.31852833891276
2023/03/06,04:44 PM,25.17,6.06,29.0,North,3.38,13.68,981.71,0.0,0.0,2.0,215.3,322.8473994741075
2023/03/06,04:49 PM,24.83,5.56,29.0,NNW,4.67,31.05,981.38,0.0,0.0,2.0,295.7,443.46330171434596
2023/03/06,04:54 PM,24.83,5.39,28.0,North,4.34,15.77,981.38,0.0,0.0,2.0,301.7,452.54090793585556
2023/03/06,04:59 PM,24.83,5.22,28.0,North,4.18,11.91,981.38,0.0,0.0,2.0,271.8,407.7515297902154
2023/03/06,05:04 PM,24.78,5.0,28.0,,5.47,15.45,981.38,0.0,0.0,1.0,109.2,163.86718518069986
2023/03/06,05:09 PM,24.72,5.06,28.0,NNW,5.47,16.25,981.38,0.0,0.0,0.0,90.6,135.92246968479967
2023/03/06,05:14 PM,24.67,5.0,28.0,North,3.54,13.52,981.38,0.0,0.0,0.0,86.9,130.384709209645
2023/03/06,05:19 PM,24.56,5.22,29.0,,4.34,13.03,981.38,0.0,0.0,0.0,79.3,118.93212710390658
2023/03/06,05:24 PM,24.39,5.28,29.0,North,4.02,14.8,981.38,0.0,0.0,0.0,74.3,111.43753548492336
2023/03/06,05:29 PM,24.22,5.39,30.0,,4.67,16.25,981.71,0.0,0.0,0.0,72.8,109.22095511503701
2023/03/06,05:34 PM,24.06,5.61,30.0,,4.18,15.29,981.71,0.0,0.0,0.0,61.4,92.0952959633584
