Date,Time,Temperature_C,Dew_Point_C,Humidity_%,Wind,Speed_kmh,Gust_kmh,Pressure_hPa,Precip_Rate_mm,Precip_Accum_mm,UV,Solar_w/m2
2023/02/10,12:04 AM,12.78,5.67,62.0,ESE,1.13,5.47,986.79,0.0,0.0,0.0,0.0
2023/02/10,12:09 AM,12.67,5.56,62.0,South,0.97,5.15,986.79,0.0,0.0,0.0,0.0
2023/02/10,12:14 AM,12.56,5.44,62.0,East,1.45,4.83,987.13,0.0,0.0,0.0,0.0
2023/02/10,12:19 AM,12.33,5.39,62.0,East,1.29,4.67,987.47,0.0,0.0,0.0,0.0
2023/02/10,12:24 AM,12.33,5.28,62.0,East,1.77,5.15,987.47,0.0,0.0,0.0,0.0
2023/02/10,12:29 AM,12.28,5.22,62.0,East,1.29,6.11,987.47,0.0,0.0,0.0,0.0
2023/02/10,12:34 AM,12.0,5.17,63.0,East,0.64,4.83,987.47,0.0,0.0,0.0,0.0
2023/02/10,12:39 AM,11.78,5.17,64.0,East,0.97,4.18,987.47,0.0,0.0,0.0,0.0
2023/02/10,12:44 AM,11.72,5.11,64.0,East,0.48,3.7,987.47,0.0,0.0,0.0,0.0
2023/02/10,12:49 AM,11.56,4.94,64.0,ENE,0.64,3.86,987.47,0.0,0.0,0.0,0.0
2023/02/10,12:54 AM,11.5,4.94,64.0,East,1.13,4.51,987.47,0.0,0.0,0.0,0.0
2023/02/10,12:59 AM,11.28,5.0,65.0,ESE,0.64,4.67,987.47,0.0,0.0,0.0,0.0
2023/02/10,01:04 AM,11.11,4.89,65.0,ESE,0.64,4.18,987.47,0.0,0.0,0.0,0.0
2023/02/10,01:09 AM,11.06,4.89,66.0,East,0.8,4.34,987.47,0.0,0.0,0.0,0.0
2023/02/10,01:14 AM,11.11,4.83,65.0,East,1.13,4.18,987.47,0.0,0.0,0.0,0.0
2023/02/10,01:19 AM,11.06,4.78,65.0,ESE,0.48,4.34,987.47,0.0,0.0,0.0,0.0
2023/02/10,01:24 AM,10.94,4.78,66.0,East,0.64,3.7,987.47,0.0,0.0,0.0,0.0
2023/02/10,01:29 AM,10.78,4.72,66.0,ESE,0.64,3.22,987.47,0.0,0.0,0.0,0.0
2023/02/10,01:34 AM,10.67,4.61,66.0,ESE,0.48,3.38,987.47,0.0,0.0,0.0,0.0
2023/02/10,01:39 AM,10.56,4.56,67.0,East,1.13,4.18,987.81,0.0,0.0,0.0,0.0
2023/02/10,01:44 AM,10.33,4.44,67.0,ESE,1.13,4.02,987.81,0.0,0.0,0.0,0.0
2023/02/10,01:49 AM,10.28,4.39,67.0,ENE,0.97,4.34,987.81,0.0,0.0,0.0,0.0
2023/02/10,01:54 AM,10.28,4.39,67.0,ESE,1.29,4.34,987.81,0.0,0.0,0.0,0.0
2023/02/10,01:59 AM,10.28,4.39,67.0,East,0.48,3.7,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:04 AM,10.17,4.28,67.0,East,1.45,4.34,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:09 AM,10.22,4.28,67.0,East,0.97,3.7,987.81,0.0,0.0,0.0,0.0
2023/02/10,02:14 AM,10.22,4.28,67.0,ESE,0.64,3.06,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:19 AM,10.0,4.22,67.0,East,0.48,3.38,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:24 AM,9.94,4.28,68.0,ESE,0.64,3.54,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:29 AM,9.78,4.28,68.0,East,0.48,3.38,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:34 AM,9.78,4.28,68.0,East,0.64,3.06,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:39 AM,9.61,4.22,69.0,East,0.48,3.38,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:44 AM,9.67,4.11,68.0,East,0.8,3.7,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:49 AM,9.67,4.0,68.0,East,0.32,2.9,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:54 AM,9.61,4.06,68.0,East,0.64,3.06,988.15,0.0,0.0,0.0,0.0
2023/02/10,02:59 AM,9.56,4.0,68.0,East,0.97,3.54,988.15,0.0,0.0,0.0,0.0
2023/02/10,03:04 AM,9.78,4.11,68.0,ENE,0.32,3.06,988.49,0.0,0.0,0.0,0.0
2023/02/10,03:09 AM,9.5,4.06,69.0,East,1.13,3.54,988.49,0.0,0.0,0.0,0.0
2023/02/10,03:14 AM,9.28,4.06,70.0,ESE,0.97,3.38,988.15,0.0,0.0,0.0,0.0
2023/02/10,03:19 AM,9.28,4.0,70.0,East,0.16,2.74,988.15,0.0,0.0,0.0,0.0
2023/02/10,03:24 AM,9.61,4.11,68.0,East,0.48,2.9,988.15,0.0,0.0,0.0,0.0
2023/02/10,03:29 AM,9.67,4.0,68.0,East,0.64,3.38,988.15,0.0,0.0,0.0,0.0
2023/02/10,03:34 AM,9.89,4.0,67.0,East,0.97,3.54,988.49,0.0,0.0,0.0,0.0
2023/02/10,03:39 AM,9.44,3.94,69.0,ESE,0.48,2.74,988.49,0.0,0.0,0.0,0.0
2023/02/10,03:44 AM,9.11,3.83,70.0,ENE,0.16,3.06,988.49,0.0,0.0,0.0,0.0
2023/02/10,03:49 AM,8.89,3.89,71.0,East,0.32,3.7,988.49,0.0,0.0,0.0,0.0
2023/02/10,03:54 AM,8.83,3.89,71.0,East,0.8,3.38,988.49,0.0,0.0,0.0,0.0
2023/02/10,03:59 AM,9.28,4.17,70.0,ENE,0.64,3.38,988.49,0.0,0.0,0.0,0.0
2023/02/10,04:04 AM,8.83,4.06,72.0,East,0.8,4.18,988.49,0.0,0.0,0.0,0.0
2023/02/10,04:09 AM,8.44,4.0,74.0,East,0.32,2.9,988.49,0.0,0.0,0.0,0.0
2023/02/10,04:14 AM,8.33,3.94,74.0,East,1.13,3.38,988.83,0.0,0.0,0.0,0.0
2023/02/10,04:19 AM,8.0,3.89,76.0,East,1.29,4.83,988.83,0.0,0.0,0.0,0.0
2023/02/10,04:24 AM,8.06,4.0,76.0,East,0.8,3.22,988.83,0.0,0.0,0.0,0.0
2023/02/10,04:29 AM,8.11,3.94,75.0,East,0.48,3.22,988.83,0.0,0.0,0.0,0.0
2023/02/10,04:34 AM,8.06,3.89,75.0,East,0.8,3.86,988.83,0.0,0.0,0.0,0.0
2023/02/10,04:39 AM,7.83,3.83,76.0,ESE,1.29,4.51,988.83,0.0,0.0,0.0,0.0
2023/02/10,04:44 AM,7.78,3.78,76.0,East,0.97,4.18,988.83,0.0,0.0,0.0,0.0
2023/02/10,04:49 AM,7.94,3.89,76.0,East,0.16,3.54,988.83,0.0,0.0,0.0,0.0
2023/02/10,04:54 AM,7.94,3.83,76.0,East,0.8,3.86,988.83,0.0,0.0,0.0,0.0
2023/02/10,04:59 AM,7.72,3.78,76.0,East,0.64,2.9,988.83,0.0,0.0,0.0,0.0
2023/02/10,05:04 AM,7.94,3.89,76.0,East,1.13,3.86,988.83,0.0,0.0,0.0,0.0
2023/02/10,05:09 AM,7.94,3.94,76.0,East,1.13,3.54,989.16,0.0,0.0,0.0,0.0
2023/02/10,05:14 AM,8.22,3.94,75.0,East,0.64,3.54,989.16,0.0,0.0,0.0,0.0
2023/02/10,05:19 AM,7.78,3.78,76.0,East,0.97,3.38,989.16,0.0,0.0,0.0,0.0
2023/02/10,05:24 AM,7.83,3.83,76.0,East,0.64,3.38,989.16,0.0,0.0,0.0,0.0
2023/02/10,05:29 AM,7.67,3.72,76.0,East,1.13,3.54,989.5,0.0,0.0,0.0,0.0
2023/02/10,05:34 AM,7.56,3.78,77.0,East,1.45,4.34,989.5,0.0,0.0,0.0,0.0
2023/02/10,05:39 AM,7.56,3.78,77.0,East,0.8,3.86,989.5,0.0,0.0,0.0,0.0
2023/02/10,05:44 AM,7.39,3.78,78.0,ESE,0.48,4.02,989.5,0.0,0.0,0.0,0.0
2023/02/10,05:49 AM,7.61,3.67,76.0,East,0.48,3.54,989.5,0.0,0.0,0.0,0.0
2023/02/10,05:54 AM,8.0,3.5,73.0,East,1.13,3.7,989.5,0.0,0.0,0.0,0.0
2023/02/10,05:59 AM,7.94,3.44,73.0,East,0.48,3.86,989.5,0.0,0.0,0.0,0.0
2023/02/10,06:04 AM,8.0,3.22,72.0,East,1.77,4.02,989.5,0.0,0.0,0.0,0.0
2023/02/10,06:09 AM,8.06,3.22,72.0,East,1.61,4.02,989.5,0.0,0.0,0.0,0.0
2023/02/10,06:14 AM,8.11,3.11,71.0,East,1.29,3.7,989.5,0.0,0.0,0.0,0.0
2023/02/10,06:19 AM,8.17,3.11,71.0,East,0.8,3.54,989.5,0.0,0.0,0.0,0.0
2023/02/10,06:24 AM,8.39,3.11,69.0,East,0.97,3.54,989.5,0.0,0.0,0.0,0.0
2023/02/10,06:29 AM,8.33,3.11,69.0,East,1.29,3.06,989.84,0.0,0.0,0.0,0.0
2023/02/10,06:34 AM,8.22,3.06,70.0,East,1.45,3.38,989.84,0.0,0.0,0.0,0.0
2023/02/10,06:39 AM,8.22,3.0,69.0,ENE,0.64,3.86,989.84,0.0,0.0,0.0,0.0
2023/02/10,06:44 AM,8.06,2.94,70.0,ESE,0.64,4.02,989.84,0.0,0.0,0.0,0.0
2023/02/10,06:49 AM,8.17,3.0,70.0,ENE,0.64,3.22,989.84,0.0,0.0,0.0,0.0
2023/02/10,06:54 AM,8.17,3.0,70.0,East,1.13,3.54,990.18,0.0,0.0,0.0,0.0
2023/02/10,06:59 AM,7.89,2.89,71.0,East,0.97,3.38,989.84,0.0,0.0,0.0,0.0
2023/02/10,07:04 AM,8.17,3.0,70.0,East,0.64,3.06,990.18,0.0,0.0,0.0,0.0
2023/02/10,07:09 AM,8.22,3.0,70.0,East,1.61,3.54,990.18,0.0,0.0,0.0,0.1
2023/02/10,07:14 AM,7.94,2.89,71.0,East,1.45,3.54,989.84,0.0,0.0,0.0,0.3
2023/02/10,07:19 AM,7.89,2.89,71.0,East,1.45,3.38,989.84,0.0,0.0,0.0,0.7
2023/02/10,07:24 AM,7.78,3.0,72.0,East,1.13,3.54,989.84,0.0,0.0,0.0,1.3
2023/02/10,07:29 AM,7.72,2.89,72.0,East,1.29,3.38,989.84,0.0,0.0,0.0,2.5
2023/02/10,07:34 AM,7.72,2.89,72.0,East,0.8,3.38,990.18,0.0,0.0,0.0,4.0
2023/02/10,07:39 AM,7.89,2.94,71.0,East,0.97,3.86,990.18,0.0,0.0,0.0,5.5
2023/02/10,07:44 AM,7.94,2.89,70.0,East,0.64,3.86,990.18,0.0,0.0,0.0,8.2
2023/02/10,07:49 AM,8.0,2.89,70.0,East,1.29,4.02,990.18,0.0,0.0,0.0,11.8
2023/02/10,07:54 AM,7.89,3.0,71.0,East,0.48,3.38,990.18,0.0,0.0,0.0,15.7
2023/02/10,07:59 AM,8.17,3.11,71.0,East,1.29,3.86,990.18,0.0,0.0,0.0,23.1
2023/02/10,08:04 AM,8.22,3.28,71.0,East,1.13,3.54,990.18,0.0,0.0,0.0,25.7
2023/02/10,08:09 AM,8.33,3.33,71.0,East,1.45,4.18,990.18,0.0,0.0,0.0,31.3
2023/02/10,08:14 AM,8.5,3.56,71.0,East,0.8,3.7,990.18,0.0,0.0,0.0,30.5
2023/02/10,08:19 AM,8.61,3.72,72.0,ESE,0.48,3.7,990.18,0.0,0.0,0.0,33.5
2023/02/10,08:24 AM,8.72,3.44,70.0,East,0.8,4.18,990.18,0.0,0.0,0.0,33.6
2023/02/10,08:29 AM,8.94,3.56,69.0,ESE,0.64,3.54,990.52,0.0,0.0,0.0,37.2
2023/02/10,08:34 AM,9.0,3.06,66.0,East,1.29,4.51,990.52,0.0,0.0,0.0,42.9
2023/02/10,08:39 AM,8.94,3.17,67.0,East,1.77,4.99,990.52,0.0,0.0,0.0,45.8
2023/02/10,08:44 AM,9.11,3.39,67.0,East,0.97,4.34,990.18,0.0,0.0,0.0,53.8
2023/02/10,08:49 AM,9.28,3.44,67.0,ESE,0.64,4.67,990.52,0.0,0.0,0.0,63.5
2023/02/10,08:54 AM,9.5,3.39,66.0,ESE,0.8,4.99,990.52,0.0,0.0,0.0,55.1
2023/02/10,08:59 AM,9.5,3.44,66.0,East,1.29,4.99,990.52,0.0,0.0,0.0,74.4
2023/02/10,09:04 AM,9.61,3.61,66.0,ESE,0.97,3.86,990.52,0.0,0.0,0.0,85.3
2023/02/10,09:09 AM,9.83,3.78,66.0,ESE,0.48,4.02,990.52,0.0,0.0,0.0,91.5
2023/02/10,09:14 AM,9.83,3.44,65.0,East,1.13,5.15,990.52,0.0,0.0,0.0,90.1
2023/02/10,09:19 AM,9.94,3.56,65.0,SE,0.8,4.83,990.52,0.0,0.0,0.0,96.0
2023/02/10,09:24 AM,10.0,3.39,64.0,SE,1.45,6.44,990.52,0.0,0.0,1.0,108.9
2023/02/10,09:29 AM,10.17,3.56,63.0,East,0.8,5.79,990.52,0.0,0.0,1.0,123.1
2023/02/10,09:34 AM,10.44,3.61,63.0,ESE,0.16,4.02,990.86,0.0,0.0,1.0,131.5
2023/02/10,09:39 AM,10.56,3.33,61.0,SE,1.45,6.11,990.86,0.0,0.0,1.0,118.1
2023/02/10,09:44 AM,10.5,3.22,61.0,SE,1.45,5.79,991.2,0.0,0.0,1.0,163.8
2023/02/10,09:49 AM,10.61,3.39,61.0,ESE,0.8,4.99,991.2,0.0,0.0,1.0,184.6
2023/02/10,09:54 AM,10.72,3.28,60.0,ESE,1.61,6.76,990.86,0.0,0.0,2.0,245.5
2023/02/10,09:59 AM,11.11,3.5,59.0,SE,0.97,5.63,990.86,0.0,0.0,4.0,447.3
2023/02/10,10:04 AM,12.0,3.72,57.0,West,0.97,4.02,990.86,0.0,0.0,4.0,451.2
2023/02/10,10:09 AM,12.39,3.72,56.0,SE,0.8,4.67,990.86,0.0,0.0,6.0,662.3
2023/02/10,10:14 AM,12.94,3.89,54.0,ESE,0.48,4.18,991.2,0.0,0.0,6.0,724.7
2023/02/10,10:19 AM,13.28,3.5,52.0,SE,0.8,4.83,991.2,0.0,0.0,3.0,383.0
2023/02/10,10:24 AM,13.33,3.5,51.0,SE,1.29,5.31,991.2,0.0,0.0,8.0,872.8
2023/02/10,10:29 AM,13.72,3.61,50.0,SSE,0.8,4.51,991.2,0.0,0.0,4.0,482.0
2023/02/10,10:34 AM,13.61,3.56,50.0,SSW,0.48,3.86,991.2,0.0,0.0,6.0,691.0
2023/02/10,10:39 AM,13.61,3.44,50.0,ESE,1.29,4.99,991.2,0.0,0.0,5.0,644.4
2023/02/10,10:44 AM,13.94,3.33,49.0,SSE,1.61,6.76,991.2,0.0,0.0,8.0,933.2
2023/02/10,10:49 AM,13.89,3.28,49.0,ESE,1.61,8.53,991.2,0.0,0.0,6.0,668.3
2023/02/10,10:54 AM,14.0,3.22,48.0,ESE,1.29,5.15,991.2,0.0,0.0,7.0,857.1
2023/02/10,10:59 AM,14.17,3.28,48.0,SW,0.48,5.15,991.2,0.0,0.0,6.0,657.9
2023/02/10,11:04 AM,14.56,3.39,47.0,SSE,0.64,5.15,991.2,0.0,0.0,7.0,851.8
2023/02/10,11:09 AM,14.61,3.33,47.0,SE,0.64,6.44,991.2,0.0,0.0,7.0,859.2
2023/02/10,11:14 AM,15.06,3.5,46.0,ESE,0.32,3.7,991.2,0.0,0.0,8.0,877.1
2023/02/10,11:19 AM,15.72,3.44,44.0,ESE,1.13,5.15,991.2,0.0,0.0,9.0,1060.9
2023/02/10,11:24 AM,15.56,3.67,45.0,ESE,1.77,8.04,991.2,0.0,0.0,9.0,1061.0
2023/02/10,11:29 AM,16.44,3.94,43.0,South,1.29,4.34,991.2,0.0,0.0,10.0,1125.5
2023/02/10,11:34 AM,16.67,3.94,43.0,South,0.48,3.7,991.2,0.0,0.0,10.0,1135.4
2023/02/10,11:39 AM,17.44,4.11,41.0,SSW,0.48,4.51,990.86,0.0,0.0,10.0,1172.2
2023/02/10,11:44 AM,17.28,3.94,41.0,SSE,0.8,4.99,990.86,0.0,0.0,10.0,1133.7
2023/02/10,11:49 AM,17.17,3.61,40.0,ESE,1.61,6.92,990.86,0.0,0.0,10.0,1110.3
2023/02/10,11:54 AM,17.94,4.06,40.0,SSW,1.61,4.02,990.86,0.0,0.0,10.0,1129.8
2023/02/10,11:59 AM,17.67,3.89,40.0,South,0.64,4.51,990.86,0.0,0.0,10.0,1129.8
2023/02/10,12:04 PM,17.67,3.83,40.0,South,0.8,5.15,990.52,0.0,0.0,10.0,1091.6
2023/02/10,12:09 PM,17.28,3.83,41.0,SE,1.29,6.6,990.52,0.0,0.0,10.0,1115.6
2023/02/10,12:14 PM,17.89,3.78,39.0,SW,1.45,6.11,990.52,0.0,0.0,10.0,1092.2
2023/02/10,12:19 PM,18.0,3.83,39.0,ESE,1.13,6.44,990.18,0.0,0.0,9.0,1072.3
2023/02/10,12:24 PM,18.44,3.94,38.0,SSE,1.29,5.63,990.18,0.0,0.0,10.0,1119.1
2023/02/10,12:29 PM,18.72,3.56,37.0,SSW,1.45,7.24,990.18,0.0,0.0,10.0,1103.9
2023/02/10,12:34 PM,18.94,3.72,37.0,SW,1.45,6.11,990.18,0.0,0.0,10.0,1101.3
2023/02/10,12:39 PM,18.89,3.78,37.0,SE,1.45,6.11,990.18,0.0,0.0,10.0,1096.8
2023/02/10,12:44 PM,18.67,3.61,37.0,SSE,1.45,8.21,989.84,0.0,0.0,10.0,1103.4
2023/02/10,12:49 PM,18.5,3.28,36.0,ESE,1.29,5.79,989.5,0.0,0.0,10.0,1121.1
2023/02/10,12:54 PM,18.22,3.39,37.0,ESE,1.29,7.56,989.5,0.0,0.0,10.0,1111.7
2023/02/10,12:59 PM,19.67,3.61,35.0,SW,1.45,6.44,989.5,0.0,0.0,10.0,1097.4
2023/02/10,01:04 PM,19.28,3.39,35.0,ESE,1.93,9.65,989.5,0.0,0.0,9.0,1075.2
2023/02/10,01:09 PM,19.39,3.39,35.0,SW,1.13,5.95,989.5,0.0,0.0,9.0,1050.3
2023/02/10,01:14 PM,19.94,3.56,34.0,SW,0.8,4.18,989.5,0.0,0.0,9.0,981.0
2023/02/10,01:19 PM,19.67,3.33,34.0,SSW,1.77,6.92,989.5,0.0,0.0,8.0,928.3
2023/02/10,01:24 PM,19.0,3.0,35.0,SSE,1.29,7.88,989.5,0.0,0.0,7.0,845.2
2023/02/10,01:29 PM,17.94,2.72,36.0,East,1.93,8.85,989.5,0.0,0.0,8.0,951.5
2023/02/10,01:34 PM,18.94,3.06,35.0,SW,1.61,5.31,989.5,0.0,0.0,9.0,983.0
2023/02/10,01:39 PM,19.5,2.94,33.0,SSW,2.9,6.92,989.5,0.0,0.0,9.0,1005.5
2023/02/10,01:44 PM,16.94,2.44,38.0,East,3.06,11.1,989.5,0.0,0.0,8.0,923.0
2023/02/10,01:49 PM,18.61,2.94,35.0,SW,0.64,6.6,989.5,0.0,0.0,6.0,733.3
2023/02/10,01:54 PM,18.22,2.5,35.0,South,0.64,5.47,989.5,0.0,0.0,6.0,665.1
2023/02/10,01:59 PM,18.28,2.67,35.0,SSW,0.64,4.18,989.5,0.0,0.0,5.0,589.8
2023/02/10,02:04 PM,18.94,2.78,34.0,SW,0.48,4.18,989.16,0.0,0.0,7.0,758.1
2023/02/10,02:09 PM,18.89,2.33,33.0,ESE,0.8,5.15,989.5,0.0,0.0,4.0,503.5
2023/02/10,02:14 PM,18.22,2.56,35.0,SSE,1.13,5.95,989.5,0.0,0.0,4.0,518.3
2023/02/10,02:19 PM,17.44,2.28,36.0,West,0.64,5.15,989.5,0.0,0.0,5.0,538.1
2023/02/10,02:24 PM,17.89,2.28,35.0,ESE,0.97,5.31,989.5,0.0,0.0,5.0,611.6
2023/02/10,02:29 PM,18.83,2.56,34.0,ESE,0.64,4.34,989.5,0.0,0.0,6.0,651.9
2023/02/10,02:34 PM,19.22,2.39,33.0,SW,0.32,4.34,989.5,0.0,0.0,5.0,638.8
2023/02/10,02:39 PM,18.94,2.39,33.0,ESE,1.61,6.92,989.5,0.0,0.0,6.0,651.2
2023/02/10,02:44 PM,18.94,2.39,33.0,South,1.29,5.47,989.84,0.0,0.0,5.0,580.7
2023/02/10,02:49 PM,18.28,2.5,35.0,South,0.64,4.67,989.84,0.0,0.0,4.0,471.4
2023/02/10,02:54 PM,17.5,2.0,35.0,East,1.13,5.95,989.84,0.0,0.0,3.0,393.3
2023/02/10,02:59 PM,17.61,2.33,36.0,SSW,1.29,4.99,989.84,0.0,0.0,3.0,360.9
2023/02/10,03:04 PM,17.39,2.11,36.0,WSW,1.13,5.63,989.84,0.0,0.0,4.0,464.8
2023/02/10,03:09 PM,17.17,2.22,37.0,South,1.61,5.31,989.84,0.0,0.0,6.0,682.7
2023/02/10,03:14 PM,17.17,2.17,37.0,WSW,2.09,6.11,989.84,0.0,0.0,3.0,407.8
2023/02/10,03:19 PM,16.67,2.17,38.0,WSW,0.64,4.83,989.84,0.0,0.0,2.0,302.0
2023/02/10,03:24 PM,16.72,1.94,37.0,SSE,1.45,5.31,989.84,0.0,0.0,1.0,161.5
2023/02/10,03:29 PM,17.44,2.17,36.0,WSW,0.32,4.99,989.84,0.0,0.0,1.0,148.1
2023/02/10,03:34 PM,17.72,2.0,35.0,SSW,0.97,4.02,989.84,0.0,0.0,1.0,123.4
2023/02/10,03:39 PM,17.5,2.11,36.0,SW,0.64,5.95,990.18,0.0,0.0,1.0,108.1
2023/02/10,03:44 PM,16.67,1.78,37.0,South,1.93,6.92,989.84,0.0,0.0,0.0,97.3
2023/02/10,03:49 PM,16.28,1.89,38.0,SE,0.8,4.18,989.5,0.0,0.0,0.0,100.8
2023/02/10,03:54 PM,15.67,1.5,38.0,SSE,1.13,6.76,989.84,0.0,0.0,0.0,105.8
2023/02/10,03:59 PM,15.33,1.89,40.0,WSW,1.13,4.67,989.84,0.0,0.0,1.0,125.1
2023/02/10,04:04 PM,15.33,1.89,40.0,South,1.13,4.67,989.84,0.0,0.0,0.0,100.6
2023/02/10,04:09 PM,14.78,1.78,41.0,WSW,0.32,5.95,989.5,0.0,0.0,1.0,107.7
2023/02/10,04:14 PM,14.78,1.78,41.0,South,0.64,3.54,989.5,0.0,0.0,1.0,117.9
2023/02/10,04:19 PM,15.33,1.94,40.0,SE,0.64,4.51,989.5,0.0,0.0,0.0,88.9
2023/02/10,04:24 PM,15.67,2.0,40.0,West,0.64,4.51,989.84,0.0,0.0,0.0,88.0
2023/02/10,04:29 PM,15.17,1.78,40.0,East,0.64,4.83,989.84,0.0,0.0,0.0,67.3
2023/02/10,04:34 PM,14.61,1.78,42.0,South,0.8,4.83,989.84,0.0,0.0,0.0,85.2
2023/02/10,04:39 PM,14.67,1.72,42.0,SW,1.29,4.18,989.84,0.0,0.0,0.0,88.0
2023/02/10,04:44 PM,14.72,1.61,41.0,SW,1.29,5.31,990.18,0.0,0.0,0.0,61.4
2023/02/10,04:49 PM,14.39,1.28,41.0,SSW,0.48,4.02,990.18,0.0,0.0,0.0,39.8
2023/02/10,04:54 PM,14.22,1.5,42.0,ESE,0.32,3.7,990.52,0.0,0.0,0.0,43.9
2023/02/10,04:59 PM,14.22,1.22,41.0,ESE,0.48,4.18,990.52,0.0,0.0,0.0,47.5
2023/02/10,05:04 PM,13.89,0.94,41.0,ESE,0.8,5.47,990.86,0.0,0.0,0.0,47.0
2023/02/10,05:09 PM,13.72,0.78,41.0,SW,0.64,4.34,990.86,0.0,0.0,0.0,42.5
2023/02/10,05:14 PM,13.5,0.78,42.0,SSW,0.64,4.34,990.86,0.0,0.0,0.0,34.7
2023/02/10,05:19 PM,13.28,0.89,43.0,South,0.8,4.18,990.52,0.0,0.0,0.0,38.2
2023/02/10,05:24 PM,13.33,0.89,43.0,SE,0.97,4.18,990.52,0.0,0.0,0.0,35.8
2023/02/10,05:29 PM,13.17,0.89,43.0,East,0.48,5.31,990.86,0.0,0.0,0.0,21.2
2023/02/10,05:34 PM,13.0,1.06,44.0,ESE,0.64,3.86,990.52,0.0,0.0,0.0,17.9
2023/02/10,05:39 PM,12.89,1.0,44.0,South,1.13,4.51,990.86,0.0,0.0,0.0,11.4
2023/02/10,05:44 PM,12.72,0.89,44.0,SSW,0.32,3.7,991.2,0.0,0.0,0.0,7.1
2023/02/10,05:49 PM,12.72,1.0,45.0,SSE,0.32,4.02,991.2,0.0,0.0,0.0,5.5
2023/02/10,05:54 PM,12.83,1.11,45.0,East,0.32,3.22,991.2,0.0,0.0,0.0,5.1
2023/02/10,05:59 PM,12.89,1.11,44.0,ESE,0.32,2.9,991.2,0.0,0.0,0.0,2.8
2023/02/10,06:04 PM,12.78,0.89,44.0,ENE,0.32,3.38,991.2,0.0,0.0,0.0,2.1
2023/02/10,06:09 PM,12.78,0.89,44.0,North,0.0,2.41,991.2,0.0,0.0,0.0,1.3
2023/02/10,06:14 PM,12.72,1.0,45.0,East,0.16,3.54,991.2,0.0,0.0,0.0,0.9
2023/02/10,06:19 PM,12.72,1.06,45.0,ESE,0.32,2.74,991.2,0.0,0.0,0.0,0.4
2023/02/10,06:24 PM,12.78,1.17,45.0,East,0.32,3.38,991.2,0.0,0.0,0.0,0.2
2023/02/10,06:29 PM,12.5,0.83,45.0,SE,0.48,4.34,991.2,0.0,0.0,0.0,0.1
2023/02/10,06:34 PM,12.33,0.61,45.0,East,1.45,7.08,991.2,0.0,0.0,0.0,0.0
2023/02/10,06:39 PM,12.22,0.56,45.0,ESE,0.48,5.47,991.2,0.0,0.0,0.0,0.0
2023/02/10,06:44 PM,12.22,0.5,45.0,ESE,0.48,4.02,991.2,0.0,0.0,0.0,0.0
2023/02/10,06:49 PM,12.0,0.33,45.0,WSW,0.8,4.02,991.2,0.0,0.0,0.0,0.0
2023/02/10,06:54 PM,11.89,0.33,45.0,ESE,0.64,4.18,991.2,0.0,0.0,0.0,0.0
2023/02/10,06:59 PM,11.83,0.33,45.0,SW,0.8,4.02,991.53,0.0,0.0,0.0,0.0
2023/02/10,07:04 PM,11.72,0.33,45.0,SSW,0.97,4.51,991.53,0.0,0.0,0.0,0.0
2023/02/10,07:09 PM,11.83,0.44,45.0,East,0.8,3.7,991.87,0.0,0.0,0.0,0.0
2023/02/10,07:14 PM,11.89,0.67,46.0,West,0.0,2.57,991.87,0.0,0.0,0.0,0.0
2023/02/10,07:19 PM,11.89,0.78,46.0,South,0.32,3.38,991.87,0.0,0.0,0.0,0.0
2023/02/10,07:24 PM,11.72,0.61,46.0,WSW,0.97,3.7,991.87,0.0,0.0,0.0,0.0
2023/02/10,07:29 PM,11.56,0.56,47.0,SSE,0.48,4.67,991.87,0.0,0.0,0.0,0.0
2023/02/10,07:34 PM,11.56,0.5,47.0,WSW,0.32,2.74,991.87,0.0,0.0,0.0,0.0
2023/02/10,07:39 PM,11.44,0.44,47.0,SSE,0.32,3.54,991.87,0.0,0.0,0.0,0.0
2023/02/10,07:44 PM,11.22,0.39,47.0,WSW,1.29,4.02,991.87,0.0,0.0,0.0,0.0
2023/02/10,07:49 PM,11.17,0.44,48.0,SSE,1.29,4.99,991.87,0.0,0.0,0.0,0.0
2023/02/10,07:54 PM,11.0,0.28,48.0,SSW,1.13,4.83,991.53,0.0,0.0,0.0,0.0
2023/02/10,07:59 PM,11.0,0.33,48.0,South,1.13,4.34,991.53,0.0,0.0,0.0,0.0
2023/02/10,08:04 PM,10.83,0.56,49.0,SW,0.8,4.67,991.87,0.0,0.0,0.0,0.0
2023/02/10,08:09 PM,10.72,0.61,50.0,SSE,0.8,4.83,991.87,0.0,0.0,0.0,0.0
2023/02/10,08:14 PM,10.67,0.67,50.0,SSW,1.45,5.63,991.87,0.0,0.0,0.0,0.0
