DateTime,Temperature_C,Dew_Point_C,Humidity_%,Wind,Speed_kmh,Gust_kmh,Pressure_hPa,Precip_Rate_mm,Precip_Accum_mm,UV,Solar_w/m2,Power
2023-03-06 00:04:00,8.78,3.67,70,East,0.16,2.9,988.49,0,0,0,0,0.196979281
2023-03-06 00:09:00,8.39,3.61,72,ENE,0.64,3.86,988.49,0,0,0,0,0.012793649
2023-03-06 00:14:00,8.17,3.78,74,ENE,0.48,3.22,988.49,0,0,0,0,-0.067813495
2023-03-06 00:19:00,7.83,3.72,75,ENE,1.29,3.86,988.49,0,0,0,0,-0.006303394
2023-03-06 00:24:00,7.83,3.83,76,ENE,1.45,4.18,988.49,0,0,0,0,-0.034646825
2023-03-06 00:29:00,8.17,3.89,75,East,1.29,3.86,988.49,0,0,0,0,0.006808323
2023-03-06 00:34:00,8.28,3.83,74,NE,1.61,4.18,988.49,0,0,0,0,0.034963331
2023-03-06 00:39:00,8.56,4.06,73,NE,1.45,3.86,988.49,0,0,0,0,-0.068816261
2023-03-06 00:44:00,8.06,3.78,74,ENE,0.97,3.7,988.49,0,0,0,0,0.014997236
2023-03-06 00:49:00,7.89,3.72,75,ENE,1.45,3.86,988.49,0,0,0,0,0.105853957
2023-03-06 00:54:00,8,3.83,75,ENE,1.45,4.02,988.49,0,0,0,0,0.040208433
2023-03-06 00:59:00,8.39,3.89,73,NE,1.29,4.34,988.49,0,0,0,0,-0.009456173
2023-03-06 01:04:00,8.22,3.83,74,East,1.13,3.38,988.15,0,0,0,0,0.022242105
2023-03-06 01:09:00,8.39,4,74,ENE,2.25,4.83,988.15,0,0,0,0,0.123750439
2023-03-06 01:14:00,8.72,4,72,ENE,2.74,5.63,988.15,0,0,0,0,0.002187896
2023-03-06 01:19:00,8.78,4,72,ENE,2.41,5.47,988.15,0,0,0,0,-0.085775067
2023-03-06 01:24:00,8.56,3.89,73,NE,1.13,4.51,988.49,0,0,0,0,-0.061315836
2023-03-06 01:29:00,8.22,3.83,74,ENE,1.29,3.86,988.49,0,0,0,0,0.187415886
2023-03-06 01:34:00,8.17,3.39,72,ENE,2.57,5.79,988.49,0,0,0,0,-0.046334053
2023-03-06 01:39:00,8.39,3.44,71,ENE,2.74,5.79,988.49,0,0,0,0,-0.051705056
2023-03-06 01:44:00,8.33,3.22,70,ENE,1.93,6.76,988.49,0,0,0,0,0.053755991
2023-03-06 01:49:00,8.33,3.17,69,ENE,2.74,5.79,988.49,0,0,0,0,-0.047532802
2023-03-06 01:54:00,8.33,3.17,70,ENE,2.41,4.99,988.49,0,0,0,0,-0.027125306
2023-03-06 01:59:00,8.06,3.17,71,ENE,1.77,4.34,988.49,0,0,0,0,-0.094006857
2023-03-06 02:04:00,7.83,2.78,70,ENE,1.93,4.67,988.83,0,0,0,0,-0.038150878
2023-03-06 02:09:00,7.78,2.72,70,ENE,2.09,4.99,988.49,0,0,0,0,-0.089976633
2023-03-06 02:14:00,7.78,2.78,71,ENE,2.25,5.31,988.49,0,0,0,0,0.033022005
2023-03-06 02:19:00,7.72,2.72,71,East,2.25,4.99,988.49,0,0,0,0,0.066285313
2023-03-06 02:24:00,7.61,2.61,71,East,1.93,4.18,988.49,0,0,0,0,0.032091394
2023-03-06 02:29:00,7.5,2.28,70,ENE,1.29,4.34,988.49,0,0,0,0,0.011852514
2023-03-06 02:34:00,7.72,2.44,69,ENE,1.61,4.51,988.49,0,0,0,0,0.002214132
2023-03-06 02:39:00,7.61,2.44,70,ENE,1.93,4.67,988.49,0,0,0,0,0.024406691
2023-03-06 02:44:00,7.67,2.39,69,ENE,0.97,4.34,988.49,0,0,0,0,-0.014345739
2023-03-06 02:49:00,7.83,2.44,69,ENE,2.09,5.15,988.15,0,0,0,0,-0.025314256
2023-03-06 02:54:00,7.83,2.56,69,ENE,2.41,5.47,988.49,0,0,0,0,-0.106889908
2023-03-06 02:59:00,7.83,2.83,71,ENE,2.9,6.28,988.15,0,0,0,0,-0.010421995
2023-03-06 03:04:00,8,3,71,ENE,2.74,6.11,988.15,0,0,0,0,0.01127974
2023-03-06 03:09:00,8,2.89,70,ENE,2.57,6.11,988.15,0,0,0,0,0.033250918
2023-03-06 03:14:00,7.83,2.89,71,NE,2.09,4.99,988.15,0,0,0,0,-0.00332807
2023-03-06 03:19:00,7.39,2.83,73,ENE,1.45,5.79,988.15,0,0,0,0,-0.010350435
2023-03-06 03:24:00,7.11,2.78,74,ENE,1.61,4.67,988.15,0,0,0,0,-0.1122595
2023-03-06 03:29:00,6.94,2.78,75,ENE,1.45,4.51,988.15,0,0,0,0,0.006823195
2023-03-06 03:34:00,6.78,2.72,75,ENE,0.97,4.99,988.15,0,0,0,0,0.052029112
2023-03-06 03:39:00,6.56,2.72,76,ENE,1.61,4.51,987.81,0,0,0,0,0.018294045
2023-03-06 03:44:00,6.5,2.72,77,NE,1.29,4.51,988.15,0,0,0,0,0.06396584
2023-03-06 03:49:00,6.39,2.67,77,ENE,1.61,4.18,987.81,0,0,0,0,0.012021476
2023-03-06 03:54:00,6.33,2.56,77,ENE,1.13,4.18,987.81,0,0,0,0,0.122436065
2023-03-06 03:59:00,6.28,2.44,76,NE,1.61,4.02,988.15,0,0,0,0,-0.010698584
2023-03-06 04:04:00,6.11,2.5,77,NE,0.8,4.18,988.15,0,0,0,0,0.015727133
2023-03-06 04:09:00,5.94,2.44,78,ENE,1.45,4.34,988.15,0,0,0,0,0.007896026
2023-03-06 04:14:00,5.83,2.39,78,NE,1.93,4.67,988.15,0,0,0,0,0.003318107
2023-03-06 04:19:00,5.89,2.28,77,East,1.45,4.51,988.15,0,0,0,0,-0.066245075
2023-03-06 04:24:00,5.67,2.22,79,ENE,1.77,4.34,988.15,0,0,0,0,0.001881231
2023-03-06 04:29:00,5.44,2.17,80,East,1.45,4.34,988.15,0,0,0,0,0.001617293
2023-03-06 04:34:00,5.5,2.11,79,East,1.61,4.67,988.15,0,0,0,0,-0.128757389
2023-03-06 04:39:00,5.72,2.17,78,ENE,1.77,4.99,988.15,0,0,0,0,0.042669725
2023-03-06 04:44:00,6.06,2.22,76,ENE,2.09,4.67,988.15,0,0,0,0,-0.144741319
2023-03-06 04:49:00,6.11,2.22,76,ENE,1.93,4.83,988.15,0,0,0,0,-0.084497409
2023-03-06 04:54:00,6.56,2.28,74,ENE,3.7,7.88,988.15,0,0,0,0,-0.058435076
2023-03-06 04:59:00,6.94,2.33,73,ENE,3.06,6.6,988.15,0,0,0,0,-0.016300944
2023-03-06 05:04:00,6.89,2.39,73,NE,3.22,6.6,988.15,0,0,0,0,0.068365593
2023-03-06 05:09:00,7,2.44,73,ENE,3.54,6.6,988.49,0,0,0,0,-1.63E-05
2023-03-06 05:14:00,6.83,2.5,74,ENE,1.77,5.31,988.15,0,0,0,0,-0.091816164
2023-03-06 05:19:00,6.56,2.44,75,ENE,1.93,5.63,988.15,0,0,0,0,0.169700259
2023-03-06 05:24:00,6.67,2.56,75,ENE,3.22,5.95,988.49,0,0,0,0,0.030736189
2023-03-06 05:29:00,6.61,2.39,75,ENE,1.45,6.11,988.49,0,0,0,0,0.0606674
2023-03-06 05:34:00,6.67,2.39,74,NE,2.57,7.24,988.49,0,0,0,0,-0.118407217
2023-03-06 05:39:00,6.72,2.39,74,ENE,2.74,6.44,988.83,0,0,0,0,0.003902211
2023-03-06 05:44:00,6.78,2.44,74,ENE,3.54,6.44,988.49,0,0,0,0,0.107305427
2023-03-06 05:49:00,6.89,2.39,73,ENE,3.7,6.44,988.49,0,0,0,0,-0.034233144
2023-03-06 05:54:00,6.94,2.44,73,NE,3.22,7.4,988.49,0,0,0,0,-0.003315531
2023-03-06 05:59:00,6.83,2.39,73,ENE,2.74,5.95,988.83,0,0,0,0,-0.016363656
2023-03-06 06:04:00,6.56,2.28,74,ENE,2.74,6.44,988.49,0,0,0,0,-0.00227977
2023-03-06 06:09:00,6.72,2.39,74,ENE,3.22,5.95,988.49,0,0,0,0,-0.014400364
2023-03-06 06:14:00,6.72,2.44,74,ENE,3.54,6.76,988.49,0,0,0,0,0.018301474
2023-03-06 06:19:00,6.39,2.44,76,ENE,1.93,4.83,988.83,0,0,0,0,0.050945309
2023-03-06 06:24:00,6.22,2.56,77,ENE,2.74,6.76,988.83,0,0,0,0,-0.13712689
2023-03-06 06:29:00,5.94,2.39,78,East,2.09,5.47,988.83,0,0,0,0,0.004886979
2023-03-06 06:34:00,5.72,2.28,79,ENE,1.93,5.47,988.83,0,0,0,0,0.056118363
2023-03-06 06:39:00,5.89,2.44,79,East,2.41,6.11,988.83,0,0,0,0.1,0.037933015
2023-03-06 06:44:00,5.67,2.28,79,ENE,2.25,5.15,988.83,0,0,0,0.3,0.074222067
2023-03-06 06:49:00,6.22,2.61,78,ENE,2.74,6.11,989.16,0,0,0,1,0.203343783
2023-03-06 06:54:00,6.28,2.61,77,ENE,3.38,7.56,988.83,0,0,0,2.8,0.511904055
2023-03-06 06:59:00,6.33,2.72,78,ENE,2.74,6.44,989.16,0,0,0,4.9,0.888434074
2023-03-06 07:04:00,6.22,2.67,78,ENE,2.9,6.44,989.16,0,0,0,8,1.512604318
2023-03-06 07:09:00,6.39,2.78,78,ENE,3.7,8.04,988.83,0,0,0,12.9,2.493847251
2023-03-06 07:14:00,6.5,2.89,78,ENE,4.02,7.88,988.83,0,0,0,17.5,3.298263603
2023-03-06 07:19:00,6.56,2.94,78,ENE,3.22,6.76,989.16,0,0,0,21.2,4.157002433
2023-03-06 07:24:00,6.5,2.89,78,ENE,3.54,6.28,989.16,0,0,0,24.1,4.576498296
2023-03-06 07:29:00,6.67,2.89,77,ENE,3.38,7.24,989.16,0,0,0,29.6,5.547386164
2023-03-06 07:34:00,6.83,2.83,76,ENE,3.06,5.95,989.16,0,0,0,33.3,6.280927983
2023-03-06 07:39:00,7,2.94,75,ENE,3.38,6.92,989.16,0,0,0,45.2,8.450167891
2023-03-06 07:44:00,7.11,2.89,75,ENE,3.86,6.76,989.16,0,0,0,56.1,10.56571882
2023-03-06 07:49:00,7.28,2.83,73,ENE,4.02,7.08,989.5,0,0,0,62.3,11.73280221
2023-03-06 07:54:00,7.56,2.94,73,ENE,3.86,8.04,989.5,0,0,0,65.7,12.40548729
2023-03-06 07:59:00,7.83,3.06,72,ENE,3.54,7.08,989.16,0,0,0,64.3,12.19571643
2023-03-06 08:04:00,7.89,3.06,72,ENE,3.06,7.4,989.16,0,0,0,68.3,12.91161398
2023-03-06 08:09:00,7.89,3,71,ENE,3.38,6.76,989.16,0,0,0,69.5,13.15446045
2023-03-06 08:14:00,8.11,3.06,71,ENE,2.41,6.44,989.5,0,0,0,77,14.38423756
2023-03-06 08:19:00,8.28,3.22,70,ENE,2.09,6.28,989.5,0,0,0,101.5,19.09069195
2023-03-06 08:24:00,8.56,3.17,69,ENE,3.22,7.24,989.5,0,0,1,121.6,22.9208519
2023-03-06 08:29:00,8.94,3.17,67,ENE,2.74,6.44,989.5,0,0,1,127.2,23.90620301
2023-03-06 08:34:00,9.17,3.11,66,ENE,3.86,9.49,989.5,0,0,1,109.9,20.79155602
2023-03-06 08:39:00,9.22,3,65,ENE,4.02,8.04,989.5,0,0,1,107.7,20.29748147
2023-03-06 08:44:00,9.5,3.22,65,ENE,2.57,6.76,989.5,0,0,1,118.4,22.34040221
2023-03-06 08:49:00,9.78,3.17,63,ENE,3.54,7.08,989.5,0,0,1,138,25.96004157
2023-03-06 08:54:00,10.44,3.22,61,ENE,2.41,6.92,989.5,0,0,1,151.9,28.65854882
2023-03-06 08:59:00,11.06,3.11,58,East,2.57,6.28,989.5,0,0,1,208.4,39.30497258
2023-03-06 09:04:00,11.78,3.28,56,East,1.61,4.83,989.5,0,0,2,219.2,41.28802402
2023-03-06 09:09:00,12.33,3.33,54,ENE,1.93,6.76,989.5,0,0,2,218.1,41.1129681
2023-03-06 09:14:00,12.83,3.17,52,East,1.61,6.11,989.5,0,0,2,241.8,45.56363457
2023-03-06 09:19:00,13.28,3.28,51,ENE,1.77,4.83,989.5,0,0,2,258.2,48.61156228
2023-03-06 09:24:00,13.72,3.17,49,East,1.93,6.11,989.5,0,0,2,258.3,48.69918538
2023-03-06 09:29:00,13.83,3.17,48,ENE,3.06,7.24,989.5,0,0,2,272.1,51.31009504
2023-03-06 09:34:00,14.06,2.83,47,East,2.09,5.63,989.5,0,0,2,317.8,59.91085449
2023-03-06 09:39:00,14.61,2.72,45,East,2.25,6.28,989.5,0,0,3,345.9,65.15121107
2023-03-06 09:44:00,14.67,3.11,46,ENE,2.25,6.76,989.5,0,0,3,366.5,69.09210306
2023-03-06 09:49:00,14.94,3.44,46,NE,1.77,6.28,989.5,0,0,3,358.6,67.57943207
2023-03-06 09:54:00,15.67,3.56,44,East,1.93,4.99,989.5,0,0,3,340.5,64.17741294
2023-03-06 09:59:00,15.83,3.28,43,ENE,1.45,5.31,989.5,0,0,3,375.5,70.83521677
2023-03-06 10:04:00,16,3.5,43,SE,2.09,6.44,989.16,0,0,3,354.1,66.80036914
2023-03-06 10:09:00,15.67,3.61,45,SSE,4.18,8.37,989.16,0,0,3,365.4,68.92724085
2023-03-06 10:14:00,15.44,3.67,45,SE,2.41,11.26,989.16,0,0,3,386.3,72.76665187
2023-03-06 10:19:00,16.22,3.44,42,East,2.09,7.4,989.16,0,0,3,393.9,74.23327371
2023-03-06 10:24:00,16.11,3.22,42,NE,3.54,6.44,988.83,0,0,4,472,88.87111636
2023-03-06 10:29:00,15.5,3.06,43,NE,4.18,8.04,989.16,0,0,4,479.7,90.37620579
2023-03-06 10:34:00,16.11,3.33,42,East,2.57,7.4,988.83,0,0,4,486.7,91.74351274
2023-03-06 10:39:00,17.17,3.44,40,SE,2.25,7.88,988.83,0,0,4,459.6,86.65882847
2023-03-06 10:44:00,17.67,3.61,39,East,1.93,5.79,988.83,0,0,4,449.3,84.61046312
2023-03-06 10:49:00,17.11,3.33,40,ENE,2.57,7.4,988.83,0,0,3,424.9,80.06230088
2023-03-06 10:54:00,17.61,3.78,40,ENE,0.64,4.34,988.83,0,0,3,375.1,70.65083434
2023-03-06 10:59:00,18.11,3.78,39,East,1.13,4.51,988.83,0,0,3,371.7,70.10128153
2023-03-06 11:04:00,18.33,3.78,38,East,1.13,5.15,988.49,0,0,3,357.8,67.47356822
2023-03-06 11:09:00,18.17,3.72,38,ENE,1.13,4.18,988.49,0,0,3,371.6,69.97767964
2023-03-06 11:14:00,18.11,3.56,38,ENE,1.13,4.02,988.49,0,0,3,369.3,69.6117528
2023-03-06 11:19:00,18.17,3.94,39,ENE,1.45,5.47,988.49,0,0,3,361.3,68.10511101
2023-03-06 11:24:00,18.61,4.17,39,NE,1.61,7.88,988.49,0,0,4,455.8,85.99755081
2023-03-06 11:29:00,18.61,4.11,38,North,1.61,8.69,988.15,0,0,4,446.3,84.12524453
2023-03-06 11:34:00,18.56,4.39,39,NNW,1.61,6.6,988.49,0,0,3,405.5,76.4196069
2023-03-06 11:39:00,18.83,4.5,39,NNE,2.25,6.92,988.49,0,0,4,461.6,86.95602382
2023-03-06 11:44:00,19.06,4.61,38,ENE,1.45,6.6,988.15,0,0,4,468.2,88.2470471
2023-03-06 11:49:00,19.61,4.72,38,North,1.29,5.31,988.15,0,0,4,502.5,94.67126711
2023-03-06 11:54:00,20,4.78,37,North,1.29,5.31,988.15,0,0,4,489.9,92.36878619
2023-03-06 11:59:00,20.28,4.83,36,NNW,1.93,6.28,988.15,0,0,4,448.7,84.60831783
2023-03-06 12:04:00,20.22,4.83,36,NW,0.97,6.44,987.81,0,0,4,431.5,81.34198303
2023-03-06 12:09:00,20.56,5.11,36,NNE,0.64,4.34,987.81,0,0,4,452.4,85.3059118
2023-03-06 12:14:00,21.17,5.33,36,North,0.97,4.83,987.81,0,0,5,593.7,111.9333638
2023-03-06 12:19:00,21,5.28,36,North,2.25,6.44,987.81,0,0,4,485.9,91.56321766
2023-03-06 12:24:00,21,5.61,37,SSE,1.61,6.76,987.47,0,0,3,381.3,71.86392707
2023-03-06 12:29:00,20.61,5.5,37,WSW,1.61,8.04,987.47,0,0,3,385.6,72.785653
2023-03-06 12:34:00,20.39,5.39,37,,2.9,8.37,987.13,0,0,3,364.1,68.59957384
2023-03-06 12:39:00,20.17,5.5,38,,1.93,9.01,987.13,0,0,4,488.3,92.03564869
2023-03-06 12:44:00,20.89,5.72,37,East,0.64,6.76,987.13,0,0,5,540.2,101.8582545
2023-03-06 12:49:00,21.17,5.67,36,NW,2.09,5.47,986.79,0,0,5,541.3,102.0071695
2023-03-06 12:54:00,21.56,5.94,36,,2.09,7.4,986.79,0,0,5,591.6,111.4754748
2023-03-06 12:59:00,21.89,6.17,36,NNE,2.09,7.08,986.79,0,0,5,579.6,109.1878901
2023-03-06 13:04:00,22.06,6.06,35,NNE,2.41,6.76,986.46,0,0,4,486.4,91.68646615
2023-03-06 13:09:00,22.11,6.22,36,NE,1.13,6.28,986.12,0,0,4,531.5,100.2206469
2023-03-06 13:14:00,22.67,6.72,36,SSW,1.13,5.47,985.78,0,0,4,497.2,93.70042925
2023-03-06 13:19:00,22.72,6.5,35,North,1.77,7.72,985.78,0,0,5,634.3,119.5659007
2023-03-06 13:24:00,23.33,6.67,34,,1.77,6.76,985.78,0,0,7,804.5,151.6486288
2023-03-06 13:29:00,24.33,6.89,33,NNE,1.61,7.4,985.44,0,0,7,836.3,157.6179929
2023-03-06 13:34:00,24.17,6.83,33,NNE,2.74,11.26,985.44,0,0,6,740.4,139.5399422
2023-03-06 13:39:00,23.56,6.89,34,NNW,2.09,8.69,985.44,0,0,5,643.7,121.3348325
2023-03-06 13:44:00,23.28,7.06,35,NE,0.97,6.28,985.1,0,0,7,796.3,150.1566012
2023-03-06 13:49:00,24.17,7.06,33,,2.09,7.72,985.1,0,0,7,806.6,152.0584051
2023-03-06 13:54:00,25.39,7.44,32,SW,2.09,6.28,984.76,0,0,6,719.7,135.65529
2023-03-06 13:59:00,25.5,7.5,32,,3.54,9.98,984.76,0,0,6,666.5,125.6356361
2023-03-06 14:04:00,25.22,7.67,33,,3.06,10.62,984.76,0,0,6,696.9,131.340197
2023-03-06 14:09:00,25.28,7.56,32,,2.9,15.45,984.42,0,0,6,709,133.6444019
2023-03-06 14:14:00,26.11,7.78,31,NNW,2.9,12.55,984.42,0,0,7,797,150.257888
2023-03-06 14:19:00,26.67,8,31,,2.41,11.75,984.08,0,0,7,810.1,152.745905
2023-03-06 14:24:00,26.56,7.89,31,NNW,4.02,11.26,984.08,0,0,7,834.9,157.4336728
2023-03-06 14:29:00,26.39,8,31,North,3.38,11.58,983.75,0,0,7,826.3,155.7341422
2023-03-06 14:34:00,26.61,7.94,31,NNW,4.34,19.31,983.75,0,0,7,805.9,151.9023912
2023-03-06 14:39:00,27.44,8.17,30,,2.74,11.26,983.75,0,0,6,744,140.2426461
2023-03-06 14:44:00,27.11,7.67,29,NNW,3.86,13.84,983.75,0,0,6,689.7,129.9774659
2023-03-06 14:49:00,26.44,7.22,29,North,5.31,21.4,983.41,0,0,6,661.3,124.6508257
2023-03-06 14:54:00,26.28,7.17,30,NNW,4.51,16.25,983.07,0,0,6,662,124.7689092
2023-03-06 14:59:00,26.44,7.28,30,NNW,3.7,13.68,983.07,0,0,6,726.6,136.9050952
2023-03-06 15:04:00,26.83,7.28,29,NNW,4.02,14.8,983.07,0,0,7,767,144.5722148
2023-03-06 15:09:00,27.22,7.28,28,NNW,4.99,18.83,983.07,0,0,7,757.6,142.7997236
2023-03-06 15:14:00,26.67,7.11,29,,4.51,13.68,983.41,0,0,4,515.7,97.08704096
2023-03-06 15:19:00,26.11,7.06,30,North,4.18,15.45,983.07,0,0,3,393.5,74.16744689
2023-03-06 15:24:00,25.72,6.56,29,North,4.18,14.32,983.07,0,0,3,421.2,79.39838726
2023-03-06 15:29:00,25.39,6.33,29,NNE,4.51,16.57,983.07,0,0,3,411.8,77.63295883
2023-03-06 15:34:00,25.67,6.44,29,,4.51,11.91,982.73,0,0,4,486,91.59231815
2023-03-06 15:39:00,25.78,6.5,29,North,3.38,10.62,982.73,0,0,5,616.8,116.2728321
2023-03-06 15:44:00,26.44,6.83,29,,3.7,12.71,982.39,0,0,6,678.1,127.8184081
2023-03-06 15:49:00,26.72,7,29,NNW,3.38,14.32,982.39,0,0,5,635.6,119.7730061
2023-03-06 15:54:00,26.44,7.06,29,,3.22,11.58,982.39,0,0,3,369.8,69.80022324
2023-03-06 15:59:00,25.78,6.78,30,,4.18,10.78,982.39,0,0,4,468.5,88.34456886
2023-03-06 16:04:00,26.06,7,30,North,3.06,10.94,982.05,0,0,3,396.8,74.84260089
2023-03-06 16:09:00,26.28,7.11,30,,2.57,10.14,982.05,0,0,4,446.5,84.1555834
2023-03-06 16:14:00,26.72,7.28,29,,2.9,10.3,982.05,0,0,3,404.9,76.3666767
2023-03-06 16:19:00,26.83,7,28,NNW,3.38,10.78,981.71,0,0,3,366.7,69.09004085
2023-03-06 16:24:00,26.61,6.94,29,NNW,3.38,10.3,981.71,0,0,3,353.8,66.73173739
2023-03-06 16:29:00,25.78,6.5,29,North,3.7,15.93,981.71,0,0,2,266.7,50.27391309
2023-03-06 16:34:00,25.11,6.17,30,,5.63,15.61,981.71,0,0,2,252.7,47.63463541
2023-03-06 16:39:00,25.06,5.67,29,,4.67,24.46,981.38,0,0,2,302.9,57.08938403
2023-03-06 16:44:00,25.17,6.06,29,North,3.38,13.68,981.71,0,0,2,215.3,40.62139542
2023-03-06 16:49:00,24.83,5.56,29,NNW,4.67,31.05,981.38,0,0,2,295.7,55.74230004
2023-03-06 16:54:00,24.83,5.39,28,North,4.34,15.77,981.38,0,0,2,301.7,56.92434445
2023-03-06 16:59:00,24.83,5.22,28,North,4.18,11.91,981.38,0,0,2,271.8,51.20023097
2023-03-06 17:04:00,24.78,5,28,,5.47,15.45,981.38,0,0,1,109.2,20.53152318
2023-03-06 17:09:00,24.72,5.06,28,NNW,5.47,16.25,981.38,0,0,0,90.6,17.07409439
2023-03-06 17:14:00,24.67,5,28,North,3.54,13.52,981.38,0,0,0,86.9,16.31884858
2023-03-06 17:19:00,24.56,5.22,29,,4.34,13.03,981.38,0,0,0,79.3,14.96383929
2023-03-06 17:24:00,24.39,5.28,29,North,4.02,14.8,981.38,0,0,0,74.3,13.95087555
2023-03-06 17:29:00,24.22,5.39,30,,4.67,16.25,981.71,0,0,0,72.8,13.74141471
2023-03-06 17:34:00,24.06,5.61,30,,4.18,15.29,981.71,0,0,0,61.4,11.63505766
2023-03-06 17:39:00,23.83,5.94,32,NNW,4.83,12.71,982.05,0,0,0,57.8,10.85178241
2023-03-06 17:44:00,23.67,6.39,33,NNW,3.7,12.71,981.71,0,0,0,62.8,11.82960553
2023-03-06 17:49:00,23.5,6.5,34,,4.83,12.39,981.71,0,0,0,64.6,12.18795986
2023-03-06 17:54:00,23.33,6.72,34,,3.22,13.03,981.71,0,0,0,63.1,11.79311884
2023-03-06 17:59:00,23.28,6.94,35,NNE,3.06,8.37,981.71,0,0,0,44.8,8.467324426
2023-03-06 18:04:00,23.11,6.78,35,,4.67,15.61,982.05,0,0,0,31.9,6.008714587
2023-03-06 18:09:00,22.89,7.06,36,,4.67,19.63,982.05,0,0,0,31.7,5.92366674
2023-03-06 18:14:00,22.78,7.22,37,NNE,4.18,14.96,982.05,0,0,0,27.2,5.253972725
2023-03-06 18:19:00,22.56,7.33,38,,2.74,16.57,981.71,0,0,0,23.2,4.438318148
2023-03-06 18:24:00,22.33,7.33,38,North,2.25,15.93,981.71,0,0,0,20.7,3.901573841
2023-03-06 18:29:00,22.28,7.44,38,North,3.86,16.73,981.71,0,0,0,14.8,2.793464491
2023-03-06 18:34:00,22.11,7.5,39,,2.57,8.85,981.71,0,0,0,8.5,1.503397608
2023-03-06 18:39:00,21.89,7.56,40,NNE,2.74,9.17,981.71,0,0,0,4.7,0.894465576
2023-03-06 18:44:00,21.72,7.5,40,NNE,2.41,12.07,981.71,0,0,0,2.4,0.539680313
2023-03-06 18:49:00,21.61,7.56,40,NNW,2.57,9.65,982.05,0,0,0,0.9,0.32370935
2023-03-06 18:54:00,21.5,7.56,40,North,3.22,9.98,982.05,0,0,0,0.2,0.124369643
2023-03-06 18:59:00,21.44,7.33,40,North,2.74,12.71,981.71,0,0,0,0.1,-0.006020218
2023-03-06 19:04:00,21.44,7.33,40,,3.22,10.94,981.71,0,0,0,0,-0.187796965
2023-03-06 19:09:00,21.33,7.28,40,North,3.22,9.81,982.05,0,0,0,0,0.037360683
2023-03-06 19:14:00,21.28,7.17,40,NNW,2.74,12.87,982.05,0,0,0,0,-0.004645843
2023-03-06 19:19:00,21.17,7.06,40,North,3.06,11.75,982.05,0,0,0,0,0.001225784
2023-03-06 19:24:00,21.11,7,40,North,3.22,9.33,982.05,0,0,0,0,0.057525892
2023-03-06 19:29:00,21.11,7,40,NNE,3.38,10.94,982.05,0,0,0,0,-0.005422818
2023-03-06 19:34:00,20.89,7,41,NE,2.57,7.72,982.05,0,0,0,0,0.15280187
2023-03-06 19:39:00,20.83,6.89,40,NNW,2.41,8.37,982.05,0,0,0,0,-0.003881319
2023-03-06 19:44:00,20.67,6.94,41,NNE,0.97,7.72,982.05,0,0,0,0,-0.00549505
2023-03-06 19:49:00,20.61,6.89,41,,2.57,9.49,981.71,0,0,0,0,-0.060925321
2023-03-06 19:54:00,20.61,6.89,41,North,1.77,9.98,982.05,0,0,0,0,0.016781691
2023-03-06 19:59:00,20.61,6.89,41,North,2.09,9.17,982.05,0,0,0,0,0.063537297
2023-03-06 20:04:00,20.56,6.89,41,North,2.09,7.72,982.05,0,0,0,0,-0.033810387
2023-03-06 20:09:00,20.33,7,42,North,1.77,5.31,982.05,0,0,0,0,0.144124159
2023-03-06 20:14:00,20.22,7.06,43,NNE,1.93,6.92,982.05,0,0,0,0,0.002213632
2023-03-06 20:19:00,20.06,7.17,43,NNE,1.93,6.92,981.71,0,0,0,0,0.142471001
2023-03-06 20:24:00,20,7.11,43,North,2.25,6.11,981.71,0,0,0,0,-0.010099873
2023-03-06 20:29:00,20.22,7.22,43,North,2.41,7.4,981.71,0,0,0,0,-0.003534946
2023-03-06 20:34:00,20.17,7.28,43,East,2.09,8.04,981.71,0,0,0,0,0.042857235
2023-03-06 20:39:00,20.11,7.28,43,North,2.41,6.76,981.71,0,0,0,0,0.06636741
2023-03-06 20:44:00,20.06,7.39,44,North,2.25,5.95,982.05,0,0,0,0,0.024386197
2023-03-06 20:49:00,20.06,7.44,44,NNE,2.74,7.08,981.71,0,0,0,0,-0.018580291
2023-03-06 20:54:00,19.94,7.33,44,NNE,2.41,7.4,981.71,0,0,0,0,0.018686926
2023-03-06 20:59:00,19.89,7.56,45,,2.57,6.92,981.71,0,0,0,0,0.008210912
2023-03-06 21:04:00,19.94,7.56,45,NNW,3.54,11.91,981.71,0,0,0,0,8.44E-05
2023-03-06 21:09:00,19.83,7.61,45,NNE,2.74,7.88,981.71,0,0,0,0,0.033038964
2023-03-06 21:14:00,19.61,7.72,46,NNE,1.93,6.11,981.71,0,0,0,0,-0.000898462
2023-03-06 21:19:00,19.5,7.78,47,NNE,2.25,8.21,981.38,0,0,0,0,-0.0215675
2023-03-06 21:24:00,19.5,7.83,47,NNE,2.09,6.11,981.38,0,0,0,0,-0.030134103
2023-03-06 21:29:00,19.56,7.89,47,NE,2.74,7.88,981.38,0,0,0,0,0.063493291
2023-03-06 21:34:00,19.44,7.83,47,North,2.25,9.01,981.38,0,0,0,0,-0.019332394
2023-03-06 21:39:00,19.44,7.83,47,,3.54,9.81,981.38,0,0,0,0,0.000996575
2023-03-06 21:44:00,19.39,7.83,47,North,3.22,9.49,981.38,0,0,0,0,-0.000570634
